id,window_time,action_stats,age_stats,gender_stats,province_stats,avg_delay,created_at
5859,2025-06-28 17:32:10,"{""0"": 2}","{""3"": 1, ""6"": 1}","{""0"": 1, ""2"": 1}","{""台湾"": 1, ""青海"": 1}",-11255266.61,2025-06-28 17:32:14
5860,2025-06-28 17:32:10,"{""0"": 3}","{""1"": 1, ""4"": 1, ""5"": 1}","{""1"": 1, ""2"": 2}","{""吉林"": 1, ""山西"": 1, ""浙江"": 1}",-10160865.39,2025-06-28 17:32:14
5861,2025-06-28 17:32:10,"{""0"": 8}","{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 3, ""2"": 3}","{""云南"": 1, ""江苏"": 1, ""河南"": 1, ""西藏"": 2, ""贵州"": 1, ""陕西"": 1, ""天津市"": 1}",-10844863.63,2025-06-28 17:32:16
5862,2025-06-28 17:32:10,"{""0"": 6}","{""0"": 1, ""2"": 1, ""4"": 1, ""6"": 2, ""7"": 1}","{""0"": 3, ""1"": 1, ""2"": 2}","{""广东"": 1, ""广西"": 1, ""江苏"": 1, ""河南"": 1, ""青海"": 1, ""北京市"": 1}",-11255263.62,2025-06-28 17:32:18
5863,2025-06-28 17:32:10,"{""0"": 8}","{""0"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 2, ""7"": 2}","{""0"": 2, ""1"": 4, ""2"": 2}","{""四川"": 1, ""宁夏"": 1, ""广东"": 1, ""新疆"": 2, ""湖北"": 1, ""香港"": 1, ""内蒙古"": 1}",-11255261.62,2025-06-28 17:32:18
5864,2025-06-28 17:32:10,"{""0"": 2}","{""3"": 1, ""7"": 1}","{""0"": 1, ""2"": 1}","{""安徽"": 1, ""上海市"": 1}",-9138461.61,2025-06-28 17:32:19
5846,2025-06-28 17:32:00,"{""0"": 10}","{""0"": 3, ""1"": 1, ""3"": 4, ""4"": 1, ""7"": 1}","{""0"": 4, ""1"": 3, ""2"": 3}","{""台湾"": 1, ""四川"": 3, ""浙江"": 1, ""湖北"": 1, ""澳门"": 1, ""甘肃"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-11419438.98,2025-06-28 17:32:01
5847,2025-06-28 17:32:00,"{""0"": 10}","{""0"": 2, ""1"": 2, ""2"": 2, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 6, ""1"": 1, ""2"": 3}","{""云南"": 1, ""四川"": 1, ""宁夏"": 1, ""山西"": 1, ""海南"": 1, ""辽宁"": 2, ""陕西"": 1, ""上海市"": 1, ""内蒙古"": 1}",-11635438.62,2025-06-28 17:32:01
5848,2025-06-28 17:32:00,"{""0"": 7, ""2"": 1, ""3"": 2}","{""0"": 2, ""2"": 2, ""4"": 1, ""6"": 2, ""7"": 3}","{""0"": 4, ""1"": 3, ""2"": 3}","{""云南"": 1, ""新疆"": 1, ""河南"": 1, ""澳门"": 2, ""福建"": 1, ""辽宁"": 1, ""青海"": 1, ""天津市"": 1, ""黑龙江"": 1}",-10987436.63,2025-06-28 17:32:03
5849,2025-06-28 17:32:00,"{""0"": 8, ""3"": 2}","{""3"": 2, ""4"": 4, ""5"": 4}","{""0"": 4, ""1"": 5, ""2"": 1}","{""云南"": 1, ""广东"": 1, ""江西"": 1, ""河南"": 1, ""海南"": 1, ""湖北"": 1, ""甘肃"": 2, ""西藏"": 1, ""内蒙古"": 1}",-10572716.5,2025-06-28 17:32:04
5850,2025-06-28 17:32:00,"{""0"": 7, ""3"": 3}","{""0"": 1, ""1"": 4, ""3"": 3, ""4"": 1, ""6"": 1}","{""0"": 4, ""1"": 3, ""2"": 3}","{""台湾"": 1, ""河北"": 1, ""湖北"": 1, ""甘肃"": 1, ""福建"": 1, ""贵州"": 1, ""上海市"": 2, ""重庆市"": 1, ""黑龙江"": 1}",-11220715.4,2025-06-28 17:32:04
5851,2025-06-28 17:32:00,"{""0"": 9, ""2"": 1}","{""0"": 1, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 3, ""6"": 1}","{""0"": 3, ""1"": 5, ""2"": 2}","{""山西"": 1, ""广西"": 1, ""江西"": 1, ""海南"": 1, ""湖北"": 1, ""湖南"": 1, ""贵州"": 1, ""陕西"": 1, ""青海"": 1, ""天津市"": 1}",-11324393.81,2025-06-28 17:32:06
5852,2025-06-28 17:32:00,"{""0"": 8, ""3"": 1}","{""0"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 1}","{""0"": 3, ""1"": 3, ""2"": 3}","{""安徽"": 1, ""山东"": 1, ""广东"": 1, ""江西"": 1, ""海南"": 1, ""湖北"": 1, ""澳门"": 1, ""青海"": 1, ""重庆市"": 1}",-11111273.4,2025-06-28 17:32:08
5853,2025-06-28 17:32:00,"{""0"": 6, ""3"": 3}","{""0"": 2, ""2"": 1, ""4"": 1, ""6"": 4, ""7"": 1}","{""0"": 2, ""1"": 6, ""2"": 1}","{""云南"": 1, ""河南"": 1, ""海南"": 1, ""湖北"": 1, ""澳门"": 1, ""西藏"": 1, ""辽宁"": 1, ""香港"": 1, ""上海市"": 1}",-11024871.62,2025-06-28 17:32:08
5854,2025-06-28 17:32:00,"{""0"": 10}","{""0"": 2, ""1"": 2, ""2"": 3, ""4"": 1, ""6"": 1, ""7"": 1}","{""0"": 5, ""1"": 4, ""2"": 1}","{""山西"": 1, ""广西"": 1, ""河南"": 1, ""湖北"": 1, ""甘肃"": 1, ""辽宁"": 1, ""香港"": 1, ""北京市"": 1, ""天津市"": 1, ""重庆市"": 1}",-10840551.37,2025-06-28 17:32:09
5855,2025-06-28 17:32:00,"{""0"": 9, ""3"": 1}","{""0"": 1, ""1"": 1, ""2"": 3, ""4"": 1, ""7"": 4}","{""0"": 3, ""1"": 3, ""2"": 4}","{""台湾"": 1, ""安徽"": 1, ""广西"": 1, ""新疆"": 1, ""河南"": 1, ""湖北"": 2, ""福建"": 1, ""内蒙古"": 1, ""黑龙江"": 1}",-10840550.4,2025-06-28 17:32:09
5836,2025-06-28 17:31:50,"{""0"": 7, ""2"": 2}","{""1"": 2, ""2"": 2, ""3"": 1, ""5"": 3, ""7"": 1}","{""0"": 3, ""1"": 3, ""2"": 3}","{""台湾"": 1, ""安徽"": 2, ""山西"": 1, ""广西"": 1, ""新疆"": 1, ""陕西"": 1, ""香港"": 1, ""黑龙江"": 1}",-8221689.41,2025-06-28 17:31:51
5837,2025-06-28 17:31:50,"{""0"": 9, ""2"": 1}","{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 4, ""1"": 2, ""2"": 4}","{""宁夏"": 1, ""广东"": 1, ""海南"": 3, ""贵州"": 2, ""辽宁"": 1, ""青海"": 1, ""重庆市"": 1}",-10590008.61,2025-06-28 17:31:51
5838,2025-06-28 17:31:50,"{""0"": 8, ""2"": 2}","{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 1}","{""0"": 3, ""1"": 4, ""2"": 3}","{""新疆"": 2, ""江西"": 1, ""海南"": 1, ""湖北"": 2, ""湖南"": 1, ""甘肃"": 1, ""陕西"": 1, ""北京市"": 1}",-7678327.02,2025-06-28 17:31:53
5839,2025-06-28 17:31:50,"{""0"": 9}","{""0"": 5, ""2"": 1, ""4"": 1, ""5"": 1, ""6"": 1}","{""0"": 5, ""1"": 2, ""2"": 2}","{""山东"": 1, ""江西"": 1, ""河北"": 1, ""湖北"": 1, ""湖南"": 1, ""澳门"": 1, ""福建"": 1, ""辽宁"": 1, ""北京市"": 1}",-7424886.61,2025-06-28 17:31:53
5840,2025-06-28 17:31:50,"{""0"": 7}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 2}","{""0"": 2, ""1"": 1, ""2"": 4}","{""台湾"": 1, ""山西"": 1, ""河北"": 1, ""湖北"": 1, ""青海"": 1, ""内蒙古"": 1, ""北京市"": 1}",-11341685.75,2025-06-28 17:31:54
5841,2025-06-28 17:31:50,"{""0"": 4, ""2"": 1}","{""0"": 1, ""3"": 3, ""4"": 1}","{""0"": 3, ""1"": 1, ""2"": 1}","{""江苏"": 1, ""海南"": 1, ""湖南"": 1, ""甘肃"": 1, ""西藏"": 1}",-10512243.63,2025-06-28 17:31:56
5842,2025-06-28 17:31:50,"{""0"": 9, ""2"": 1}","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1}","{""0"": 4, ""1"": 2, ""2"": 4}","{""四川"": 1, ""宁夏"": 1, ""安徽"": 1, ""江西"": 1, ""河南"": 1, ""甘肃"": 1, ""福建"": 1, ""青海"": 1, ""上海市"": 1, ""天津市"": 1}",-11687283.62,2025-06-28 17:31:56
5843,2025-06-28 17:31:50,"{""0"": 10}","{""0"": 1, ""1"": 1, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": 3, ""1"": 3, ""2"": 4}","{""台湾"": 1, ""四川"": 1, ""山东"": 2, ""广东"": 1, ""江苏"": 1, ""湖北"": 1, ""香港"": 1, ""内蒙古"": 1, ""北京市"": 1}",-10926961.83,2025-06-28 17:31:58
5844,2025-06-28 17:31:50,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 2}","{""0"": 5, ""1"": 3, ""2"": 2}","{""云南"": 1, ""台湾"": 1, ""四川"": 1, ""广西"": 2, ""河南"": 1, ""澳门"": 1, ""西藏"": 1, ""香港"": 2}",-11263921.62,2025-06-28 17:31:58
5845,2025-06-28 17:31:50,"{""0"": 9, ""3"": 1}","{""0"": 1, ""1"": 2, ""3"": 3, ""4"": 2, ""6"": 2}","{""0"": 4, ""1"": 4, ""2"": 2}","{""四川"": 1, ""山西"": 1, ""海南"": 1, ""湖南"": 2, ""甘肃"": 1, ""贵州"": 1, ""上海市"": 1, ""内蒙古"": 1, ""黑龙江"": 1}",-11376240.53,2025-06-28 17:31:59
5826,2025-06-28 17:31:40,"{""0"": 10}","{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 1}","{""0"": 4, ""1"": 4, ""2"": 2}","{""云南"": 1, ""广东"": 3, ""新疆"": 1, ""河南"": 2, ""湖南"": 1, ""贵州"": 1, ""上海市"": 1}",-10978819.87,2025-06-28 17:31:41
5827,2025-06-28 17:31:40,"{""0"": 8, ""2"": 1}","{""0"": 1, ""1"": 1, ""3"": 1, ""4"": 1, ""6"": 4, ""7"": 1}","{""0"": 2, ""1"": 3, ""2"": 4}","{""新疆"": 1, ""浙江"": 3, ""湖南"": 2, ""西藏"": 1, ""贵州"": 1, ""内蒙古"": 1}",-7156098.62,2025-06-28 17:31:41
5828,2025-06-28 17:31:40,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 2}","{""0"": 4, ""1"": 2, ""2"": 4}","{""云南"": 1, ""山西"": 1, ""广东"": 1, ""广西"": 1, ""新疆"": 1, ""河南"": 1, ""湖北"": 1, ""福建"": 1, ""青海"": 2}",-9769217.42,2025-06-28 17:31:43
5829,2025-06-28 17:31:40,"{""0"": 10}","{""0"": 1, ""1"": 1, ""3"": 1, ""5"": 2, ""6"": 2, ""7"": 3}","{""0"": 4, ""1"": 2, ""2"": 4}","{""四川"": 1, ""宁夏"": 1, ""安徽"": 1, ""福建"": 1, ""西藏"": 2, ""贵州"": 1, ""陕西"": 1, ""青海"": 1, ""北京市"": 1}",-11194816.62,2025-06-28 17:31:43
5830,2025-06-28 17:31:40,"{""0"": 10}","{""0"": 3, ""1"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 1}","{""0"": 4, ""2"": 6}","{""云南"": 1, ""吉林"": 1, ""宁夏"": 1, ""江苏"": 1, ""浙江"": 1, ""海南"": 1, ""陕西"": 1, ""内蒙古"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-11687295.89,2025-06-28 17:31:44
5831,2025-06-28 17:31:40,"{""0"": 10}","{""1"": 2, ""2"": 2, ""3"": 3, ""6"": 2, ""7"": 1}","{""0"": 6, ""1"": 2, ""2"": 2}","{""云南"": 1, ""宁夏"": 1, ""江西"": 2, ""浙江"": 1, ""甘肃"": 1, ""福建"": 1, ""上海市"": 2, ""内蒙古"": 1}",-11194814.69,2025-06-28 17:31:46
5832,2025-06-28 17:31:40,"{""0"": 10}","{""1"": 2, ""3"": 2, ""4"": 1, ""5"": 1, ""7"": 4}","{""0"": 3, ""1"": 3, ""2"": 4}","{""吉林"": 1, ""四川"": 1, ""宁夏"": 1, ""安徽"": 1, ""山东"": 1, ""山西"": 1, ""新疆"": 1, ""湖北"": 1, ""福建"": 1, ""陕西"": 1}",-11687293.62,2025-06-28 17:31:46
5833,2025-06-28 17:31:40,"{""0"": 6, ""2"": 3, ""3"": 1}","{""0"": 1, ""1"": 1, ""3"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": 4, ""1"": 2, ""2"": 4}","{""新疆"": 1, ""河南"": 1, ""澳门"": 1, ""福建"": 2, ""辽宁"": 1, ""青海"": 1, ""天津市"": 1, ""黑龙江"": 2}",-8369532.22,2025-06-28 17:31:48
5834,2025-06-28 17:31:40,"{""0"": 8, ""2"": 2}","{""1"": 2, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 1}","{""0"": 4, ""1"": 4, ""2"": 2}","{""台湾"": 1, ""宁夏"": 1, ""安徽"": 1, ""山西"": 1, ""河北"": 1, ""浙江"": 1, ""澳门"": 1, ""甘肃"": 1, ""陕西"": 1, ""黑龙江"": 1}",-11194811.62,2025-06-28 17:31:48
5835,2025-06-28 17:31:40,"{""0"": 10}","{""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""6"": 3, ""7"": 1}","{""0"": 3, ""1"": 4, ""2"": 3}","{""安徽"": 2, ""西藏"": 2, ""陕西"": 1, ""香港"": 2, ""上海市"": 1, ""北京市"": 1, ""天津市"": 1}",-8447290.77,2025-06-28 17:31:49
5816,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 3, ""4"": 2}","{""0"": 4, ""1"": 3, ""2"": 3}","{""云南"": 1, ""广东"": 2, ""河北"": 2, ""浙江"": 1, ""海南"": 1, ""湖北"": 1, ""湖南"": 1, ""西藏"": 1}",-11514510.23,2025-06-28 17:31:31
5817,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 2, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 2}","{""0"": 6, ""1"": 2, ""2"": 2}","{""台湾"": 1, ""宁夏"": 1, ""山东"": 1, ""山西"": 1, ""新疆"": 1, ""江苏"": 1, ""江西"": 1, ""西藏"": 1, ""贵州"": 1, ""黑龙江"": 1}",-11514508.62,2025-06-28 17:31:31
5818,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 2, ""1"": 2, ""4"": 2, ""6"": 3, ""7"": 1}","{""0"": 4, ""1"": 2, ""2"": 4}","{""浙江"": 2, ""湖北"": 1, ""澳门"": 1, ""福建"": 2, ""西藏"": 1, ""辽宁"": 1, ""内蒙古"": 1, ""黑龙江"": 1}",-11514507.82,2025-06-28 17:31:33
5819,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 5, ""6"": 2, ""7"": 1}","{""0"": 2, ""1"": 5, ""2"": 3}","{""台湾"": 1, ""宁夏"": 1, ""江苏"": 1, ""河南"": 1, ""海南"": 1, ""澳门"": 1, ""福建"": 1, ""西藏"": 1, ""天津市"": 1, ""黑龙江"": 1}",-11514506.62,2025-06-28 17:31:33
5820,2025-06-28 17:31:30,"{""0"": 10}","{""1"": 2, ""2"": 1, ""4"": 3, ""5"": 2, ""6"": 2}","{""0"": 1, ""1"": 5, ""2"": 4}","{""山东"": 1, ""山西"": 1, ""江西"": 1, ""河南"": 1, ""甘肃"": 1, ""福建"": 1, ""陕西"": 2, ""青海"": 1, ""北京市"": 1}",-11540426.13,2025-06-28 17:31:34
5821,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 1, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 2, ""7"": 2}","{""0"": 4, ""1"": 3, ""2"": 3}","{""宁夏"": 1, ""广西"": 1, ""新疆"": 1, ""浙江"": 1, ""湖北"": 1, ""澳门"": 1, ""甘肃"": 1, ""贵州"": 1, ""香港"": 2}",-11333065.05,2025-06-28 17:31:36
5822,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 3}","{""0"": 4, ""1"": 2, ""2"": 4}","{""云南"": 1, ""吉林"": 1, ""湖北"": 2, ""甘肃"": 1, ""西藏"": 1, ""贵州"": 1, ""辽宁"": 2, ""内蒙古"": 1}",-10944263.61,2025-06-28 17:31:36
5823,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 3, ""2"": 5}","{""台湾"": 1, ""山东"": 2, ""江西"": 2, ""福建"": 1, ""贵州"": 1, ""辽宁"": 1, ""北京市"": 1, ""重庆市"": 1}",-10909702.61,2025-06-28 17:31:38
5824,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 3, ""1"": 2, ""3"": 2, ""4"": 2, ""7"": 1}","{""0"": 3, ""1"": 6, ""2"": 1}","{""吉林"": 1, ""四川"": 1, ""山东"": 1, ""广东"": 1, ""广西"": 1, ""河南"": 2, ""海南"": 1, ""湖北"": 1, ""福建"": 1}",-11047941.62,2025-06-28 17:31:38
5825,2025-06-28 17:31:30,"{""0"": 10}","{""0"": 2, ""1"": 2, ""3"": 3, ""4"": 1, ""5"": 1, ""7"": 1}","{""0"": 1, ""1"": 4, ""2"": 5}","{""宁夏"": 2, ""山东"": 1, ""山西"": 1, ""海南"": 1, ""湖北"": 1, ""澳门"": 1, ""贵州"": 1, ""黑龙江"": 2}",-11186181.01,2025-06-28 17:31:39
5807,2025-06-28 17:31:20,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1}","{""0"": 7, ""1"": 1, ""2"": 2}","{""云南"": 1, ""台湾"": 1, ""山东"": 2, ""山西"": 1, ""广东"": 1, ""江苏"": 1, ""上海市"": 1, ""重庆市"": 1, ""黑龙江"": 1}",-11687318.81,2025-06-28 17:31:21
5808,2025-06-28 17:31:20,"{""0"": 10}","{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 3, ""5"": 1, ""6"": 1}","{""0"": 6, ""1"": 3, ""2"": 1}","{""安徽"": 1, ""山西"": 1, ""新疆"": 1, ""江西"": 1, ""浙江"": 1, ""甘肃"": 1, ""香港"": 1, ""上海市"": 1, ""内蒙古"": 1, ""黑龙江"": 1}",-11687318.42,2025-06-28 17:31:23
5809,2025-06-28 17:31:20,"{""0"": 10}","{""1"": 3, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""6"": 1}","{""0"": 9, ""2"": 1}","{""四川"": 1, ""广西"": 2, ""新疆"": 1, ""澳门"": 1, ""西藏"": 2, ""贵州"": 1, ""辽宁"": 1, ""陕西"": 1}",-11687316.62,2025-06-28 17:31:23
5810,2025-06-28 17:31:20,"{""0"": 10}","{""1"": 1, ""2"": 2, ""3"": 2, ""5"": 1, ""6"": 1, ""7"": 3}","{""0"": 4, ""1"": 1, ""2"": 5}","{""吉林"": 2, ""宁夏"": 1, ""山西"": 1, ""江苏"": 1, ""江西"": 1, ""河北"": 1, ""澳门"": 1, ""陕西"": 1, ""重庆市"": 1}",-11687316.37,2025-06-28 17:31:24
5811,2025-06-28 17:31:20,"{""0"": 9, ""2"": 1}","{""0"": 3, ""1"": 3, ""2"": 1, ""4"": 1, ""6"": 1, ""7"": 1}","{""0"": 2, ""1"": 7, ""2"": 1}","{""宁夏"": 1, ""安徽"": 1, ""广东"": 1, ""江苏"": 1, ""湖南"": 1, ""甘肃"": 1, ""福建"": 1, ""贵州"": 2, ""辽宁"": 1}",-11687315.37,2025-06-28 17:31:24
5812,2025-06-28 17:31:20,"{""0"": 9, ""2"": 1}","{""0"": 3, ""2"": 1, ""3"": 2, ""4"": 1, ""6"": 2, ""7"": 1}","{""0"": 2, ""1"": 3, ""2"": 5}","{""台湾"": 2, ""四川"": 1, ""广西"": 1, ""河南"": 1, ""海南"": 2, ""湖北"": 1, ""甘肃"": 1, ""内蒙古"": 1}",-11687313.63,2025-06-28 17:31:26
5813,2025-06-28 17:31:20,"{""0"": 10}","{""0"": 3, ""1"": 2, ""2"": 2, ""6"": 2, ""7"": 1}","{""0"": 6, ""1"": 2, ""2"": 2}","{""安徽"": 1, ""山东"": 1, ""山西"": 1, ""广东"": 1, ""广西"": 1, ""新疆"": 1, ""福建"": 1, ""辽宁"": 1, ""北京市"": 1, ""重庆市"": 1}",-11644113.02,2025-06-28 17:31:28
5814,2025-06-28 17:31:20,"{""0"": 10}","{""1"": 2, ""3"": 3, ""4"": 1, ""5"": 1, ""6"": 3}","{""0"": 4, ""1"": 3, ""2"": 3}","{""云南"": 1, ""台湾"": 1, ""四川"": 1, ""广东"": 1, ""新疆"": 1, ""辽宁"": 1, ""青海"": 1, ""内蒙古"": 1, ""北京市"": 1, ""黑龙江"": 1}",-11514511.62,2025-06-28 17:31:28
5815,2025-06-28 17:31:20,"{""0"": 10}","{""0"": 1, ""1"": 2, ""3"": 3, ""4"": 2, ""6"": 1, ""7"": 1}","{""0"": 5, ""1"": 1, ""2"": 4}","{""台湾"": 1, ""吉林"": 1, ""山西"": 1, ""浙江"": 1, ""甘肃"": 1, ""西藏"": 1, ""辽宁"": 1, ""陕西"": 1, ""内蒙古"": 1, ""天津市"": 1}",-11514511.25,2025-06-28 17:31:29
5797,2025-06-28 17:31:10,"{""0"": 9, ""1"": 1}","{""0"": 2, ""1"": 5, ""4"": 1, ""6"": 2}","{""0"": 4, ""1"": 4, ""2"": 2}","{""云南"": 1, ""台湾"": 1, ""山东"": 1, ""江苏"": 1, ""江西"": 1, ""澳门"": 1, ""甘肃"": 1, ""西藏"": 1, ""贵州"": 1, ""辽宁"": 1}",-10080289.34,2025-06-28 17:31:11
5798,2025-06-28 17:31:10,"{""0"": 10}","{""0"": 4, ""1"": 2, ""3"": 2, ""5"": 1, ""7"": 1}","{""0"": 4, ""1"": 1, ""2"": 5}","{""吉林"": 1, ""山东"": 1, ""山西"": 1, ""广东"": 1, ""江苏"": 1, ""贵州"": 2, ""内蒙古"": 1, ""北京市"": 1, ""天津市"": 1}",-9440928.62,2025-06-28 17:31:11
5799,2025-06-28 17:31:10,"{""0"": 10}","{""1"": 1, ""2"": 3, ""3"": 3, ""6"": 1, ""7"": 2}","{""0"": 2, ""2"": 8}","{""广东"": 1, ""江西"": 1, ""澳门"": 1, ""福建"": 1, ""西藏"": 1, ""辽宁"": 1, ""陕西"": 1, ""青海"": 1, ""香港"": 1, ""重庆市"": 1}",-11255326.83,2025-06-28 17:31:13
5800,2025-06-28 17:31:10,"{""0"": 9}","{""1"": 1, ""2"": 2, ""3"": 2, ""5"": 1, ""6"": 1, ""7"": 2}","{""0"": 4, ""1"": 2, ""2"": 3}","{""云南"": 1, ""台湾"": 1, ""宁夏"": 1, ""山东"": 1, ""山西"": 1, ""广西"": 1, ""新疆"": 1, ""河北"": 1, ""重庆市"": 1}",-10151326.62,2025-06-28 17:31:13
5801,2025-06-28 17:31:10,"{""0"": 4, ""1"": 2}","{""1"": 2, ""5"": 1, ""6"": 1, ""7"": 2}","{""1"": 2, ""2"": 4}","{""云南"": 1, ""宁夏"": 1, ""山东"": 1, ""海南"": 1, ""香港"": 1, ""上海市"": 1}",-9728925.41,2025-06-28 17:31:14
